slno,userId,handle,title,subscriberCount,videoCount,userViewCount,joinedDate,contentId,contentType,partyName,partyShortName,duration,viewCount,commentCount,text,publishedTime,likeCount,replyCount,parentSlno,grandparentSlno,languageName,targetName,bullyLabel
97,channelid92,channelhandle92,channeltitle92,18,64,2453,2024-06-07,UgzbpYCAMjp2HWN3Boh4AaABAg,comment,,,,,,তোদের মত কুলাঙ্গারদের জন্য বাংলাদেশের একই অবস্থা,2024-08-15T11:38:29Z,0,0,1,1,bengali,people group,bully
98,channelid93,channelhandle93,channeltitle93,4,0,0,2021-04-13,Ugz8VBjoyIIzpkDSEIF4AaABAg,comment,,,,,,এ বেশি গলা বাজি করছে। এর ক্ষমতার লোভ আছে। এরা দেশ ধ্বংস করতে চাই এরা। এ আওয়ামী লীগের অনুমতি দেওয়ার বা না দেওয়ার কে। এ নিজের দল তৈরি করে ক্ষমতায় বসতে চাই,2024-08-15T11:36:53Z,0,0,1,1,bengali,male,bully
99,channelid94,channelhandle94,channeltitle94,14,16,2105,2018-05-19,Ugzg3DZzhLRrYzu0dwB4AaABAg,comment,,,,,,ঠিক কথা 👍,2024-08-15T11:32:27Z,0,0,1,1,bengali,male,not bully
100,channelid95,channelhandle95,channeltitle95,2,1,3,2014-04-01,Ugy6PqMWH8tIPj2MO154AaABAg,comment,,,,,,রাইট,2024-08-15T11:31:58Z,0,0,1,1,bengali,male,not bully
101,channelid96,channelhandle96,channeltitle96,0,10,17,2024-04-16,UgzXRkvvrEm9e5TQYl14AaABAg,comment,,,,,,"আওয়ামী লীগকে বিচারের আওতায় আনা হোক, সেই সাথে নিষিদ্ধ ঘোষণা করা হোক।",2024-08-15T11:31:07Z,0,0,1,1,bengali,organization,bully
102,channelid97,channelhandle97,channeltitle97,41,24,2854,2023-05-26,Ugydljl1b4ZBC4TYCoh4AaABAg,comment,,,,,,চালিয়ে জাও ভাই,2024-08-15T11:28:54Z,0,0,1,1,bengali,male,not bully
103,channelid98,channelhandle98,channeltitle98,0,0,0,2020-03-21,UgyIYYjlEiP4pEgP1114AaABAg,comment,,,,,,ঠিক,2024-08-15T11:21:02Z,1,0,1,1,bengali,male,not bully
104,channelid99,channelhandle99,channeltitle99,0,0,0,2024-08-09,UgyzgKN93YziEVj_AaV4AaABAg,comment,,,,,,❤❤❤❤,2024-08-15T11:14:24Z,0,0,1,1,emoji-only,male,not bully
105,channelid100,channelhandle100,channeltitle100,7,9,168,2021-09-30,UgzlYpSGHBOPW3yl6S54AaABAg,comment,,,,,,"জাতীয় পার্টি, বিএনপি, আওয়ামিলীগ প্রত্যেক দলের র্নিবাচন দেখেছি। সবাই একই কাজ করেছে। তোমার চোখ শুধু আওয়ামীলীগের দিকে। মতলবটা বুজলাম না।",2024-08-15T11:13:02Z,0,0,1,1,bengali,organization,not bully
106,channelid101,channelhandle101,channeltitle101,1,0,0,2024-02-23,Ugw8SYoNuMfOQW5EU6p4AaABAg,comment,,,,,,"শামীম উসমান তরে পাইলে খেলা শেষ করে দিবে, তুই ছাত্রদের পুঁজি করে খেলা শুরু করেছিস, সেই ছাত্ররা তোকে শেষ করে দিবে",2024-08-15T11:11:15Z,0,0,1,1,bengali,male,bully
107,channelid102,channelhandle102,channeltitle102,8,0,0,2020-08-19,UgxYSZeZNvupzL1JyhJ4AaABAg,comment,,,,,,দেশের জনগণের ভোট ডাকাতির জন্য মামলা দেওয়া হোক,2024-08-15T11:10:18Z,0,0,1,1,bengali,people group,bully
108,channelid103,channelhandle103,channeltitle103,0,0,0,2024-07-24,UgzJHbHj8rt66-pOj8x4AaABAg,comment,,,,,,সঠিক কথা,2024-08-15T11:07:33Z,0,0,1,1,bengali,male,not bully
109,channelid104,channelhandle104,channeltitle104,2,7,53,2021-09-02,UgyqYu0Meap8PMlXA-R4AaABAg,comment,,,,,,সহমত প্রকাশ করছি,2024-08-15T11:07:07Z,0,0,1,1,bengali,male,not bully
110,channelid105,channelhandle105,channeltitle105,16,0,0,2013-02-22,UgwVp-VQ_ZRhnxMdVn14AaABAg,comment,,,,,,Does this guy want to implement a dictatorship??,2024-08-15T11:03:36Z,0,0,1,1,english,male,not bully
111,channelid106,channelhandle106,channeltitle106,1,1,3,2022-06-08,UgyoeehlMUApuWPhvUV4AaABAg,comment,,,,,,ঠিক বলেছেন ভাই,2024-08-15T11:02:38Z,0,0,1,1,bengali,male,bully
112,channelid107,channelhandle107,channeltitle107,0,1,182,2024-07-31,Ugz_8R38xfqo1NFRgal4AaABAg,comment,,,,,,আপনি কিছু পাবেন না,2024-08-15T10:59:33Z,0,0,1,1,bengali,male,not bully
113,channelid108,channelhandle108,channeltitle108,0,0,0,2024-02-17,UgzCPl1UsOqmY9lDClF4AaABAg,comment,,,,,,কলিজা ওলা ভাই আপনি,2024-08-15T10:55:36Z,0,0,1,1,bengali,male,not bully
114,channelid109,channelhandle109,channeltitle109,12,5,877,2021-01-23,UgxSDNeMTv2H0jcHIPR4AaABAg,comment,,,,,,Koyta din jak tor ma re rastay fele suda hobe sala,2024-08-15T10:53:15Z,0,0,1,1,romanized bengali,male,bully
115,channelid110,channelhandle110,channeltitle110,0,1,3,2023-03-22,UgxynDkC_LovIigvyJB4AaABAg,comment,,,,,,শালা বাটপার,2024-08-15T10:51:28Z,0,0,1,1,bengali,male,bully
116,channelid111,channelhandle111,channeltitle111,1310,671,81486,2021-03-04,UgznGS4x-m2Q3V30J914AaABAg,comment,,,,,,মাশা আল্লাহ!!!! ❤❤❤❤❤❤❤❤❤❤❤❤,2024-08-15T10:48:58Z,1,0,1,1,bengali,male,bully
117,channelid112,channelhandle112,channeltitle112,19,0,0,2023-11-01,UgxxFt6ZvI-UPTjgLmJ4AaABAg,comment,,,,,,সবাইকে বিচারের আওতায় আনতে হবেহাসনাত আব্দুল্লাহ,2024-08-15T10:45:30Z,0,0,1,1,bengali,male,not bully
118,channelid113,channelhandle113,channeltitle113,1,0,0,2015-10-30,Ugw3pTS8r-sN5ex5el14AaABAg,comment,,,,,,সহমত পোষণ করছি,2024-08-15T10:39:49Z,0,0,1,1,bengali,male,not bully
119,channelid114,channelhandle114,channeltitle114,1,0,0,2022-07-22,UgwqvWPZniqzmkAcRwt4AaABAg,comment,,,,,,"ঠিক ঠিক ঠিক। আমরা যখন আন্দোলন করার জন্য মেয়ে রা রাস্তায় নির্যাতন হয়েছিলাম, তখন কোথায় ছিল, এই নারী আসনের সংরক্ষিত ৫০ নারী। এ থেকে সুস্পষ্ট বোঝা যায় এরা সবাই আওয়ামী লীগের দোসর।",2024-08-15T10:39:01Z,0,0,1,1,bengali,female,not bully
120,channelid115,channelhandle115,channeltitle115,1,0,0,2020-06-19,UgxdJmuUEK-H9soPoS14AaABAg,comment,,,,,,"বর্তমানে আওয়ামীলীগ বাংলাদেশে হত্যা, ভাংচুর, ডাকাতি সবকিছুর সাথে জড়িত, তাই সবাই আওয়াজ তুলুন এই আওয়ামীলীগকে অতি তাড়াতাড়ি নিষিদ্ধ করে দেওয়া হোক,,,",2024-08-15T10:37:52Z,0,0,1,1,bengali,organization,bully
121,channelid116,channelhandle116,channeltitle116,0,0,0,2024-04-29,UgzrIRj6eR8Na12pXNR4AaABAg,comment,,,,,,Great suggest,2024-08-15T10:34:35Z,0,0,1,1,english,male,not bully
122,channelid117,channelhandle117,channeltitle117,1,0,0,2022-07-04,Ugzu9_Uz3SamI0iqvdp4AaABAg,comment,,,,,,তাহলে শোন তখন কই ছিলিযখন ভোট দিতে পারলাম না??,2024-08-15T10:33:25Z,0,0,1,1,bengali,male,not bully
123,channelid118,channelhandle118,channeltitle118,1,1,2,2022-02-21,UgxFznWp12SlucCBNoF4AaABAg,comment,,,,,,ঠিক ভলেছেন,2024-08-15T10:30:10Z,0,0,1,1,bengali,male,not bully
124,channelid119,channelhandle119,channeltitle119,0,0,0,2024-03-30,UgxLYYhaB8JJsz7EtDN4AaABAg,comment,,,,,,সারা দেশের নিযাতিত মানুষের ও একি কথা,2024-08-15T10:29:26Z,0,0,1,1,bengali,people group,not bully
125,channelid120,channelhandle120,channeltitle120,3,0,0,2019-04-18,UgxspWt91DR0uoTU1-N4AaABAg,comment,,,,,,যারা ফাসিস তাদের বিচার করতে হবে। স্যালুট ভাই। আমরা আপনার পাশে ছিলাম পাশে আছি পাশে থাকবো,2024-08-15T10:28:38Z,0,0,1,1,bengali,people group,not bully
126,channelid121,channelhandle121,channeltitle121,93,45,3919,2024-01-31,UgwFC_cdgt8n89V2FKp4AaABAg,comment,,,,,,এগুলো না বলে দেশের জন্য কাজ করুন,2024-08-15T10:26:24Z,0,0,1,1,bengali,male,not bully
127,channelid122,channelhandle122,channeltitle122,0,0,0,2024-07-18,Ugy51hVVuZ8Vw7-IMNt4AaABAg,comment,,,,,,ভাই আপনাকে ধন্যবাদ সত্যি কথা বলার জন্য,2024-08-15T10:25:21Z,0,0,1,1,bengali,male,not bully
128,channelid123,channelhandle123,channeltitle123,0,0,0,2024-03-15,Ugyip3pz_0hjrBkfqMx4AaABAg,comment,,,,,,কথা ঠিক,2024-08-15T10:25:03Z,0,0,1,1,bengali,male,not bully
129,channelid124,channelhandle124,channeltitle124,0,0,0,2022-06-08,UgzRtsddoItpP37k6o94AaABAg,comment,,,,,,সাধারণ মানুষের কথা বলছেন ভাই,2024-08-15T10:23:59Z,0,0,1,1,bengali,people group,not bully
130,channelid125,channelhandle125,channeltitle125,2,0,0,2020-06-19,UgxiwUe6uUgWDweLQJl4AaABAg,comment,,,,,,ভাই স্যালুট জানাই আপনাদের। আপনাদের কারণেই আজ আমারা স্বাধীন,2024-08-15T10:21:25Z,2,0,1,1,bengali,male,not bully
131,channelid126,channelhandle126,channeltitle126,0,0,0,2013-02-20,Ugz7YeiDpBwD5lxf-sl4AaABAg,comment,,,,,,"ভাই তুমি একা ই যথেষ্ট,",2024-08-15T10:20:41Z,0,0,1,1,bengali,male,not bully
132,channelid127,channelhandle127,channeltitle127,0,6,14,2023-03-18,UgwixnDcfFHDiFwSA3p4AaABAg,comment,,,,,,❤,2024-08-15T10:18:25Z,0,0,1,1,emoji-only,male,not bully
133,channelid128,channelhandle128,channeltitle128,20,51,3218,2022-08-08,UgwJsQAItixcRdHDMvV4AaABAg,comment,,,,,,"সাব্বাশ, বাঘের বাচ্চা।",2024-08-15T10:14:25Z,0,0,1,1,bengali,male,not bully
134,channelid129,channelhandle129,channeltitle129,2,0,0,2018-04-18,Ugw3MIf-Tlm3lIr-mO14AaABAg,comment,,,,,,প্রতিটা mp এর বিচার হওয়া দরকার।,2024-08-15T10:14:20Z,0,0,1,1,code-mix,people group,not bully
135,channelid130,channelhandle130,channeltitle130,0,0,0,2015-06-27,UgxaQicOVIKmq9tWWip4AaABAg,comment,,,,,,সময়ের সাহসী বক্তব্য,2024-08-15T10:12:00Z,0,0,1,1,bengali,male,not bully
136,channelid131,channelhandle131,channeltitle131,0,0,0,2024-06-11,UgwThxCMf6e5mZLH1Ip4AaABAg,comment,,,,,,👌👌👌👌👌👌👌,2024-08-15T10:10:38Z,0,0,1,1,emoji-only,male,not bully
137,channelid132,channelhandle132,channeltitle132,0,0,0,2024-05-09,Ugxh8VoEx_88MehTpvt4AaABAg,comment,,,,,,Right,2024-08-15T10:10:13Z,0,0,1,1,english,male,not bully
138,channelid133,channelhandle133,channeltitle133,0,0,0,2023-11-14,UgzzUikbG5giGuSO4gd4AaABAg,comment,,,,,,তুই সালা এত বারা কে বারছদ,2024-08-15T10:06:38Z,0,0,1,1,bengali,male,bully
139,channelid134,channelhandle134,channeltitle134,17,0,0,2020-01-26,UgxE1hXp_tXo-zFXsNR4AaABAg,comment,,,,,,সঠিক।,2024-08-15T10:05:34Z,0,0,1,1,bengali,male,not bully
140,channelid135,channelhandle135,channeltitle135,0,0,0,2024-08-15,UgzIDYqx3W4mX_MyC3F4AaABAg,comment,,,,,,"আওয়ামী লীগের মত, অন্যকোনো ফ্যাসিস্ট ও যেনো না সৃষ্টি হয়, সেটা খেয়াল করো, নইলে, মৃত্যুর আগ পর্যন্ত পরাধীনই থেকে যাবো। এখন এই ৫০ বছরে এসে একবারই আশা করছি। কোন দিনও একটু শান্তি পায়নি।",2024-08-15T10:05:10Z,0,0,1,1,bengali,organization,bully
141,channelid136,channelhandle136,channeltitle136,0,0,0,2020-10-04,UgwWsLicDMCiQtxyqHN4AaABAg,comment,,,,,,সঠিক কথা,2024-08-15T10:04:37Z,0,0,1,1,bengali,male,not bully
142,channelid137,channelhandle137,channeltitle137,0,0,0,2024-08-01,UgymeTaGrD5PtlItGLl4AaABAg,comment,,,,,,No m,2024-08-15T10:04:05Z,0,0,1,1,english,general people,not bully
143,channelid138,channelhandle138,channeltitle138,2,0,0,2024-08-03,UgyLm4d6-Acc3bs0JkF4AaABAg,comment,,,,,,একদম ঠিক বলছেন,2024-08-15T10:03:23Z,1,0,1,1,bengali,male,not bully
144,channelid139,channelhandle139,channeltitle139,0,0,0,2023-08-09,UgzZ7j1YntO-TqRXfr14AaABAg,comment,,,,,,ধন্যবাদ মনের কথা বলার জন্য,2024-08-15T10:03:09Z,0,0,1,1,bengali,male,not bully
145,channelid140,channelhandle140,channeltitle140,0,0,0,2023-10-18,Ugz4qUw6LRkHEzI5cSB4AaABAg,comment,,,,,,"সাবাস, আমি আপনার বক্তব্য অবাক,",2024-08-15T10:01:47Z,0,0,1,1,bengali,male,not bully
146,channelid141,channelhandle141,channeltitle141,913,201,252162,2024-04-21,UgwwZjNGhCFTtcNRa3N4AaABAg,comment,,,,,,Good👍👍,2024-08-15T09:59:48Z,0,0,1,1,english,male,not bully
147,channelid142,channelhandle142,channeltitle142,4,0,0,2024-03-20,UgycVkN7z6P3a1ZNGV14AaABAg,comment,,,,,,"আল্লাহ আপনাদের উপর সহায় হোক, ধৈর্য ও শক্তি দান করুন",2024-08-15T09:58:20Z,0,0,1,1,bengali,people group,not bully
148,channelid143,channelhandle143,channeltitle143,70,38,12056,2023-02-23,Ugwt9fyiPEo81ViNAHd4AaABAg,comment,,,,,,"প্লিজ এইটার সমাধান কেউ বলেন, যারা এই ১৫ বছরে আওয়ামীলীগ সাপোর্ট না করাতে ব্যবসা বাণিজ্য বন্ধ হয়ে গেছে এখন উনারা কি করবে?",2024-08-15T09:57:36Z,2,0,1,1,bengali,organization,not bully
149,channelid144,channelhandle144,channeltitle144,13,44,2864,2019-07-19,UgyxMKb-FJagwrykZfB4AaABAg,comment,,,,,,"হিংসা, প্রতিহিংসা এর বাইরে কবে বের হব আমরা। আর ৬জনকে কেন দেখা যাইনা? তারা কি বৈশম্মের শিকার??",2024-08-15T09:57:22Z,1,0,1,1,bengali,people group,not bully
150,channelid145,channelhandle145,channeltitle145,0,0,0,2018-12-21,Ugwif9FmRdxTlmMinvV4AaABAg,comment,,,,,,Right,2024-08-15T09:56:03Z,0,0,1,1,english,male,not bully
151,channelid146,channelhandle146,channeltitle146,0,0,0,2024-05-17,Ugwy5E99U4nnizt5MFt4AaABAg,comment,,,,,,ভাই এখনো তো আমি পলাইয়া আছি তিনটে মামলা 18 সালের ভোটের সময় আমার বাড়ি গন্ধের ফুরায় দেয় 38 লক্ষ টাকার মালামাল নিয়ে যায় আমি কিছু করতে পারবো অলরেডি ব্যাংক আমার কাছে 16 লক্ষ টাকা পায় আমি দিতে পারতেছি না বাড়ি থেকে বলা হয়েছে আপনি কি লোকেরা আমার সব মিশ্র করে দিয়েছে আমি এখন কি করতে পারি আমাকে একটু সহায়তা করেন,2024-08-15T09:55:50Z,0,0,1,1,code-mix,male,not bully
152,channelid147,channelhandle147,channeltitle147,2,0,0,2022-07-20,Ugxbu46sBFyYFfuBGgV4AaABAg,comment,,,,,,আমার হাগু হয়না কয় দফা দেওয়া যায়? যানাবেন,2024-08-15T09:54:26Z,1,0,1,1,bengali,male,bully
153,channelid147,channelhandle147,channeltitle147,2,0,0,2022-07-20,UgwoRq6HZ_31G-ZBX054AaABAg,comment,,,,,,ওরে বাটপার ওরে চিটার,2024-08-15T09:52:46Z,1,0,1,1,bengali,male,bully
154,channelid148,channelhandle148,channeltitle148,0,0,0,2023-07-07,UgySvQ3qonBeLrBslhl4AaABAg,comment,,,,,,এতে চিল্লাই ক্যা? বুজলাম না কথা আস্তে আস্তে বলা ভালো,2024-08-15T09:50:01Z,0,0,1,1,bengali,male,bully
155,channelid149,channelhandle149,channeltitle149,0,0,0,2023-05-05,UgxywURUNbr4Jf3zdZ14AaABAg,comment,,,,,,এসুতীয়ার টোকাইবার বাচ্চা। তুই কে। তুই যে গোপনে গোপনে যা করতেছি সবাই যখন জানবে তখন তোরে পিতাই নামাবে। তোর ভবিষ্যৎ নিয়ে ভাব।,2024-08-15T09:49:11Z,0,0,1,1,bengali,male,bully
156,channelid148,channelhandle148,channeltitle148,0,0,0,2023-07-07,UgwVgCQmEXVLJPTIayB4AaABAg,comment,,,,,,এই ছেলে আওয়ামীলিগ করতো,2024-08-15T09:48:46Z,0,0,1,1,bengali,male,not bully
157,channelid150,channelhandle150,channeltitle150,12,14,158,2021-01-31,Ugz7M1zzKqtuCEt6Mrt4AaABAg,comment,,,,,,সময় ভূয়া টিভি।,2024-08-15T09:47:59Z,0,0,1,1,bengali,organization,bully
158,channelid151,channelhandle151,channeltitle151,0,0,0,2020-12-05,Ugy38WCH3vu7oc8T1zx4AaABAg,comment,,,,,,একদন খাটি কথা ❤❤,2024-08-15T09:46:06Z,0,0,1,1,bengali,male,not bully
159,channelid152,channelhandle152,channeltitle152,20,11,470,2021-04-18,UgwJqij3wqaK2_Yyc2J4AaABAg,comment,,,,,,তোমরা ইতিমধ্যে নাৎসি হয়ে গেছিস। সময় আসবে,2024-08-15T09:43:53Z,0,0,1,1,bengali,people group,bully
160,channelid153,channelhandle153,channeltitle153,1,0,0,2018-08-03,UgwqlWYYQEio-_U1NMl4AaABAg,comment,,,,,,"ভাইয়া ছাত্রদের হত্যার শুধু বিচার চান, এর বাইরে কিছু বলিয়েন না একটা পক্ষ যে আপনাদের ব্যবহার করতেছে সেটা জনগণ জানে।",2024-08-15T09:29:23Z,0,0,1,1,bengali,people group,not bully
161,channelid154,channelhandle154,channeltitle154,0,0,0,2022-03-09,Ugym8IlpX3CvCt-MbFN4AaABAg,comment,,,,,,ঠিক তার বাপের মতো!!! আমার সব আসন চাই,2024-08-15T09:27:48Z,0,0,1,1,bengali,male,bully
